product_name,product_category,brand,company,price,launch_date,first_sale,last_sale,total_units,months_data
DICLOZAF TABS C.E. 50MG 500,DICLOFENAC SODIUM,DICLOZAF,ZAF,905.14,2002-04-01,2022-12-01,2025-11-01,0,36
DICRAYS AMP. 75MG 3ML 5,DICLOFENAC SODIUM,DICRAYS,CWH,84.97,2019-08-01,2022-12-01,2025-11-01,0,36
DOLNOT TABS C.E. 75MG 20,DICLOFENAC SODIUM,DOLNOT,PDH,122.33,2000-01-01,2022-12-01,2025-11-01,0,36
DYCLO GR CAPS GR 50MG 30,DICLOFENAC SODIUM,DYCLO GR,IND,113.13,2009-08-01,2022-12-01,2025-11-01,0,36
DYCLOXAN TABS S.R 100MG 30,DICLOFENAC SODIUM,DYCLOXAN,GNP,85.0,2014-01-01,2022-12-01,2025-11-01,0,36
FEFLAM TABS F.C. 75MG 20,DICLOFENAC SODIUM,FEFLAM,F7L,13.0,2009-01-01,2022-12-01,2025-11-01,0,36
INSTAREN TABS F.C. LA 100MG 30,DICLOFENAC SODIUM,INSTAREN,HE2,187.0,1998-03-01,2022-12-01,2025-11-01,0,36
MAGNOFENAC AMP. 75MG 3ML 5,DICLOFENAC SODIUM,MAGNOFENAC,A.G,85.0,2008-04-01,2022-12-01,2025-11-01,0,36
MAGNOFENAC TABS C.E. 50MG 100,DICLOFENAC SODIUM,MAGNOFENAC,A.G,340.0,2006-04-01,2022-12-01,2025-11-01,0,36
MAGNOFENAC TABS C.E. 50MG 20,DICLOFENAC SODIUM,MAGNOFENAC,A.G,85.0,2010-05-01,2022-12-01,2025-11-01,0,36
MOBIKARE CAPS 50MG 20,DICLOFENAC SODIUM,MOBIKARE,BGO,72.25,2003-01-01,2022-12-01,2025-11-01,0,36
NADIUM CAPS S.R. 100MG 30,DICLOFENAC SODIUM,NADIUM,NX/,170.0,2009-11-01,2022-12-01,2025-11-01,0,36
NEUROFENAC CAPS 50MG 100,DICLOFENAC SODIUM,NEUROFENAC,MDM,492.66,1990-10-01,2022-12-01,2025-11-01,0,36
NOLTREN TABS C.E. 50MG 20,DICLOFENAC SODIUM,NOLTREN,MPK,64.42,2005-09-01,2022-12-01,2025-11-01,0,36
OBLONEC TABS 50MG 20,DICLOFENAC SODIUM,OBLONEC,OBS,8.0,2003-01-01,2022-12-01,2025-11-01,0,36
ODIC TABS C. 50MG 20,DICLOFENAC SODIUM,ODIC,D4U,36.0,2009-08-01,2022-12-01,2025-11-01,0,36
ORTHOFENAC DROPS EYE 0.1% 5ML,DICLOFENAC SODIUM,ORTHOFENAC,B6H,76.5,2002-05-01,2022-12-01,2025-11-01,0,36
PAINREST TABS S.R 100MG 20,DICLOFENAC SODIUM,PAINREST,MCA,102.0,2007-05-01,2022-12-01,2025-11-01,0,36
PENFEN TABS C.E. 50MG 20,DICLOFENAC SODIUM,PENFEN,AT3,147.19,1992-04-01,2022-12-01,2025-11-01,0,36
SONDIC CAPS 20,DICLOFENAC SODIUM,SONDIC,MZN,51.0,2017-10-01,2022-12-01,2025-11-01,0,36
UFENAC TABS 50MG 20,DICLOFENAC SODIUM,UFENAC,V4P,72.85,2004-04-01,2022-12-01,2025-11-01,0,36
VECLOFEN AMP. 75MG 3ML 5,DICLOFENAC SODIUM,VECLOFEN,ISS,51.0,2002-12-01,2022-12-01,2025-11-01,0,36
VOLTAGESIC TABS C.E. 50MG 20,DICLOFENAC SODIUM,VOLTAGESIC,CBX,106.25,1999-03-01,2022-12-01,2025-11-01,0,36
VOLTRAL TABS C.E. 25MG 30,DICLOFENAC SODIUM,VOLTRAL,NVR,92.06,1977-01-01,2022-12-01,2025-11-01,0,36
ZICLOFEN-DR CAPS 75MG 20,DICLOFENAC SODIUM,ZICLOFEN-DR,NVN,76.5,2007-08-01,2022-12-01,2025-11-01,0,36
ZWITTER CAPS ENTER 50MG 20,DICLOFENAC SODIUM,ZWITTER,WSH,148.75,2014-02-01,2022-12-01,2025-11-01,0,36
ZWITTER TABS DISP. 50MG 20,DICLOFENAC SODIUM,ZWITTER,WSH,80.75,2018-02-01,2022-12-01,2025-11-01,0,36
DIAMPA TABS F.C. 10MG 14,EMPAGLIFLOZIN,DIAMPA,GTZ,374.0,2019-01-01,2022-12-01,2025-11-01,1491516,36
EMPAA TABS 10MG 28,EMPAGLIFLOZIN,EMPAA,HHC,833.0,2020-10-01,2022-12-01,2025-11-01,1152203,36
JARDY TABS F.C. 10MG 14,EMPAGLIFLOZIN,JARDY,C.C,422.68,2019-01-01,2022-12-01,2025-11-01,1042298,36
XENGLU TABS F.C. 10MG 14,EMPAGLIFLOZIN,XENGLU,HL.,352.52,2018-12-01,2022-12-01,2025-11-01,992903,36
ERLI TABS F.C. 10MG 14,EMPAGLIFLOZIN,ERLI,PV-,379.95,2020-01-01,2022-12-01,2025-11-01,877032,36
EMPAGLI TABS F.C. 10MG 14,EMPAGLIFLOZIN,EMPAGLI,HQI,355.3,2021-03-01,2022-12-01,2025-11-01,813762,36
JARDY TABS F.C. 25MG 14,EMPAGLIFLOZIN,JARDY,C.C,622.9,2019-01-01,2022-12-01,2025-11-01,735098,36
XENGLU TABS F.C. 25MG 14,EMPAGLIFLOZIN,XENGLU,HL.,503.88,2019-01-01,2022-12-01,2025-11-01,700048,36
DIAMPA TABS F.C. 25MG 14,EMPAGLIFLOZIN,DIAMPA,GTZ,603.5,2019-01-01,2022-12-01,2025-11-01,693180,36
EMSYN TABS F.C. 10MG 14,EMPAGLIFLOZIN,EMSYN,SEA,334.04,2019-01-01,2022-12-01,2025-11-01,488530,36
EMPAGLI TABS F.C. 25MG 14,EMPAGLIFLOZIN,EMPAGLI,HQI,459.0,2021-03-01,2022-12-01,2025-11-01,460782,36
EMPAPHAGE TABS F.C. 10MG 14,EMPAGLIFLOZIN,EMPAPHAGE,MDM,307.7,2022-03-01,2022-12-01,2025-11-01,423746,36
EMPOLI TABS F.C. 10MG 14,EMPAGLIFLOZIN,EMPOLI,SAM,314.5,2020-11-01,2022-12-01,2025-11-01,373838,36
ERLI TABS F.C. 25MG 14,EMPAGLIFLOZIN,ERLI,PV-,499.8,2020-01-01,2022-12-01,2025-11-01,364150,36
ADRANCE TABS F.C. 10MG 14,EMPAGLIFLOZIN,ADRANCE,AT3,374.0,2019-11-01,2022-12-01,2025-11-01,337310,36
EMPATOR TABS F.C. 10MG 14,EMPAGLIFLOZIN,EMPATOR,MD.,333.2,2020-06-01,2022-12-01,2025-11-01,333046,36
EMSYN TABS F.C. 25MG 14,EMPAGLIFLOZIN,EMSYN,SEA,447.1,2019-01-01,2022-12-01,2025-11-01,313264,36
EMPAA TABS F.C. 25MG 28,EMPAGLIFLOZIN,EMPAA,HHC,1190.0,2023-10-01,2022-12-01,2025-11-01,259661,36
DIAJARD TABS F.C. 10MG 14,EMPAGLIFLOZIN,DIAJARD,HIG,178.5,2021-03-01,2022-12-01,2025-11-01,231862,36
EMPAA TABS F.C. 25MG 14,EMPAGLIFLOZIN,EMPAA,HHC,476.0,2019-12-01,2022-12-01,2025-11-01,227829,36
EMPOLI TABS F.C. 25MG 14,EMPAGLIFLOZIN,EMPOLI,SAM,455.6,2020-11-01,2022-12-01,2025-11-01,209786,36
ADRANCE TABS F.C. 25MG 14,EMPAGLIFLOZIN,ADRANCE,AT3,561.0,2019-11-01,2022-12-01,2025-11-01,192673,36
EMPAGEN TABS F.C. 10MG 14,EMPAGLIFLOZIN,EMPAGEN,FZS,341.09,2021-04-01,2022-12-01,2025-11-01,180546,36
XENGLU TABS F.C. 25MG 28,EMPAGLIFLOZIN,XENGLU,HL.,1078.31,2024-07-01,2022-12-01,2025-11-01,176316,36
EMPAPHAGE TABS F.C. 25MG 14,EMPAGLIFLOZIN,EMPAPHAGE,MDM,419.9,2022-03-01,2022-12-01,2025-11-01,160339,36
EMPOZIN TABS 10MG 14,EMPAGLIFLOZIN,EMPOZIN,MTR,392.7,2018-12-01,2022-12-01,2025-11-01,137754,36
EMPATOR TABS F.C. 25MG 14,EMPAGLIFLOZIN,EMPATOR,MD.,499.8,2020-06-01,2022-12-01,2025-11-01,132016,36
DIAJARD TABS F.C. 25MG 14,EMPAGLIFLOZIN,DIAJARD,HIG,226.1,2021-03-01,2022-12-01,2025-11-01,131617,36
ELZAFLO TABS F.C. 10MG 14,EMPAGLIFLOZIN,ELZAFLO,T9P,196.35,2023-10-01,2022-12-01,2025-11-01,124154,36
EMPAGEN TABS F.C. 25MG 14,EMPAGLIFLOZIN,EMPAGEN,FZS,448.8,2021-04-01,2022-12-01,2025-11-01,104338,36
GLEMPA TABS F.C. 10MG 14,EMPAGLIFLOZIN,GLEMPA,NQM,327.25,2022-06-01,2022-12-01,2025-11-01,96955,36
SCIAMPA TABS F.C. 10MG 14,EMPAGLIFLOZIN,SCIAMPA,SC1,297.38,2020-06-01,2022-12-01,2025-11-01,86499,36
BOSCHEMPA TABS F.C. 10MG 14,EMPAGLIFLOZIN,BOSCHEMPA,B6H,363.8,2022-08-01,2022-12-01,2025-11-01,79602,36
EMPOZIN TABS 25MG 14,EMPAGLIFLOZIN,EMPOZIN,MTR,514.25,2018-12-01,2022-12-01,2025-11-01,77950,36
TRUGLIF TABS F.C. 10MG 14,EMPAGLIFLOZIN,TRUGLIF,A.G,391.0,2022-02-01,2022-12-01,2025-11-01,60145,36
GEMPAZ TABS F.C. 10MG 14,EMPAGLIFLOZIN,GEMPAZ,ICI,295.32,2023-07-01,2022-12-01,2025-11-01,57217,36
SCIAMPA TABS F.C. 25MG 14,EMPAGLIFLOZIN,SCIAMPA,SC1,487.78,2020-06-01,2022-12-01,2025-11-01,48218,36
ELZAFLO TABS F.C. 25MG 14,EMPAGLIFLOZIN,ELZAFLO,T9P,327.25,2023-10-01,2022-12-01,2025-11-01,44694,36
GLEMPA TABS F.C. 25MG 14,EMPAGLIFLOZIN,GLEMPA,NQM,510.0,2022-06-01,2022-12-01,2025-11-01,38165,36
EMGLIF TABS 10MG 14,EMPAGLIFLOZIN,EMGLIF,GX4,261.8,2019-01-01,2022-12-01,2025-11-01,34367,36
CELAMPA TABS F.C. 10MG 14,EMPAGLIFLOZIN,CELAMPA,.A2,297.5,2023-12-01,2022-12-01,2025-11-01,33388,36
BOSCHEMPA TABS F.C. 25MG 14,EMPAGLIFLOZIN,BOSCHEMPA,B6H,491.3,2022-08-01,2022-12-01,2025-11-01,30404,36
TRUGLIF TABS F.C. 25MG 14,EMPAGLIFLOZIN,TRUGLIF,A.G,510.0,2022-02-01,2022-12-01,2025-11-01,26591,36
EMGLIF TABS 10MG 28,EMPAGLIFLOZIN,EMGLIF,GX4,520.25,2024-05-01,2022-12-01,2025-11-01,20908,36
EMGLIF TABS 25MG 14,EMPAGLIFLOZIN,EMGLIF,GX4,289.0,2019-01-01,2022-12-01,2025-11-01,20752,36
GEMPAZ TABS F.C. 25MG 14,EMPAGLIFLOZIN,GEMPAZ,ICI,400.0,2023-07-01,2022-12-01,2025-11-01,15841,36
EMDAGAN TABS F.C. 10MG 14,EMPAGLIFLOZIN,EMDAGAN,SHM,348.5,2024-10-01,2022-12-01,2025-11-01,15601,36
VORETA TABS F.C. 10MG 10,EMPAGLIFLOZIN,VORETA,WIS,204.0,2019-11-01,2022-12-01,2025-11-01,14938,36
VORETA TABS F.C. 10MG 14,EMPAGLIFLOZIN,VORETA,WIS,321.3,2025-07-01,2022-12-01,2025-11-01,13878,36
DIBLAY TABS F.C. 10MG 14,EMPAGLIFLOZIN,DIBLAY,G9P,261.8,2024-10-01,2022-12-01,2025-11-01,12567,36
CELAMPA TABS F.C. 25MG 14,EMPAGLIFLOZIN,CELAMPA,.A2,450.5,2023-12-01,2022-12-01,2025-11-01,11604,36
EMJURE TABS 10MG 14,EMPAGLIFLOZIN,EMJURE,HHC,345.1,2022-11-01,2022-12-01,2025-11-01,11415,36
EMJURE TABS 25MG 14,EMPAGLIFLOZIN,EMJURE,HHC,476.0,2023-03-01,2022-12-01,2025-11-01,11257,36
EMGLIF TABS 25MG 28,EMPAGLIFLOZIN,EMGLIF,GX4,777.0,2024-08-01,2022-12-01,2025-11-01,8620,36
VORETA TABS F.C. 25MG 14,EMPAGLIFLOZIN,VORETA,WIS,404.6,2025-07-01,2022-12-01,2025-11-01,7710,36
EM-FERA TABS F.C. 10MG 14,EMPAGLIFLOZIN,EM-FERA,HX4,340.0,2025-02-01,2022-12-01,2025-11-01,7087,36
ZELJIN TABS F.C. 10MG 14,EMPAGLIFLOZIN,ZELJIN,HTP,333.2,2024-02-01,2022-12-01,2025-11-01,6389,36
DIBLAY TABS F.C. 25MG 14,EMPAGLIFLOZIN,DIBLAY,G9P,392.7,2024-10-01,2022-12-01,2025-11-01,6056,36
EMPAXO TABS F.C. 10MG 14,EMPAGLIFLOZIN,EMPAXO,PNB,323.0,2023-06-01,2022-12-01,2025-11-01,5299,36
VORETA TABS F.C. 25MG 10,EMPAGLIFLOZIN,VORETA,WIS,289.0,2019-11-01,2022-12-01,2025-11-01,5082,36
EMPAA TABS 10MG 14,EMPAGLIFLOZIN,EMPAA,HHC,297.5,2018-12-01,2022-12-01,2025-11-01,4741,36
EMDAGAN TABS F.C. 25MG 14,EMPAGLIFLOZIN,EMDAGAN,SHM,501.5,2024-10-01,2022-12-01,2025-11-01,4529,36
NEUTOGLIF TABS F.C. 10MG 14,EMPAGLIFLOZIN,NEUTOGLIF,N/P,142.8,2025-05-01,2022-12-01,2025-11-01,3381,36
EM-FERA TABS F.C. 25MG 14,EMPAGLIFLOZIN,EM-FERA,HX4,510.0,2025-02-01,2022-12-01,2025-11-01,3045,36
JEMVESTA TABS F.C. 10MG 14,EMPAGLIFLOZIN,JEMVESTA,WSH,238.0,2021-10-01,2022-12-01,2025-11-01,2038,36
JEMVESTA TABS F.C. 25MG 14,EMPAGLIFLOZIN,JEMVESTA,WSH,368.9,2021-10-01,2022-12-01,2025-11-01,1559,36
EMPAXO TABS F.C. 25MG 14,EMPAGLIFLOZIN,EMPAXO,PNB,501.5,2023-06-01,2022-12-01,2025-11-01,1470,36
ZELJIN TABS F.C. 25MG 14,EMPAGLIFLOZIN,ZELJIN,HTP,511.17,2024-02-01,2022-12-01,2025-11-01,1247,36
NEUTOGLIF TABS F.C. 25MG 14,EMPAGLIFLOZIN,NEUTOGLIF,N/P,214.2,2025-05-01,2022-12-01,2025-11-01,308,36
EMPANEXT TABS F.C. 25MG 14,EMPAGLIFLOZIN,EMPANEXT,.A3,425.0,2025-09-01,2022-12-01,2025-11-01,237,36
EMPALOZIN TABS F.C. 10MG 14,EMPAGLIFLOZIN,EMPALOZIN,BI-,297.5,2022-03-01,2022-12-01,2025-11-01,100,36
EMPALOZIN TABS F.C. 25MG 14,EMPAGLIFLOZIN,EMPALOZIN,BI-,425.0,2022-03-01,2022-12-01,2025-11-01,100,36
YOGIL TABS F.C. 10MG 14,EMPAGLIFLOZIN,YOGIL,HX4,154.7,2020-01-01,2022-12-01,2025-11-01,1,36
YOGIL TABS F.C. 10MG 28,EMPAGLIFLOZIN,YOGIL,HX4,573.75,2020-03-01,2022-12-01,2025-11-01,0,36
CITANEW TABS F.C. 10MG 14,ESCITALOPRAM,CITANEW,HL.,399.18,2005-03-01,2022-12-01,2025-11-01,6497162,36
UFRIM TABS F.C. 10MG 14,ESCITALOPRAM,UFRIM,HQI,328.1,2009-04-01,2022-12-01,2025-11-01,4638011,36
CITANEW TABS F.C. 5MG 14,ESCITALOPRAM,CITANEW,HL.,320.45,2006-05-01,2022-12-01,2025-11-01,4077551,36
ESTAR TABS 10MG 14,ESCITALOPRAM,ESTAR,PV-,420.75,2016-07-01,2022-12-01,2025-11-01,2433260,36
MORCET TABS F.C. 10MG 14,ESCITALOPRAM,MORCET,SEA,401.2,2006-07-01,2022-12-01,2025-11-01,1673346,36
ESTAR TABS 5MG 14,ESCITALOPRAM,ESTAR,PV-,287.09,2007-03-01,2022-12-01,2025-11-01,1520749,36
CIPRALEX TABS F.C. 10MG 14,ESCITALOPRAM,CIPRALEX,LUN,1186.33,2003-12-01,2022-12-01,2025-11-01,1333026,36
SAFEPRAM TABS F.C. 10MG 14,ESCITALOPRAM,SAFEPRAM,MD.,392.7,2021-06-01,2022-12-01,2025-11-01,1075644,36
ZAVGET TABS F.C. 10MG 14,ESCITALOPRAM,ZAVGET,GTZ,446.25,2007-08-01,2022-12-01,2025-11-01,946707,36
EXAPRO TABS F.C. 10MG 14,ESCITALOPRAM,EXAPRO,C.C,438.9,2008-12-01,2022-12-01,2025-11-01,934633,36
CITANEW TABS F.C. 20MG 14,ESCITALOPRAM,CITANEW,HL.,580.63,2005-09-01,2022-12-01,2025-11-01,802015,36
MORCET TABS F.C. 5MG 14,ESCITALOPRAM,MORCET,SEA,187.0,2018-04-01,2022-12-01,2025-11-01,766799,36
SERADEP TABS 10MG 14,ESCITALOPRAM,SERADEP,BGO,391.0,2006-03-01,2022-12-01,2025-11-01,697951,36
PEXNEW TABS F.C. 10MG 14,ESCITALOPRAM,PEXNEW,MDM,384.2,2019-06-01,2022-12-01,2025-11-01,692968,36
EXAPRO TABS F.C. 5MG 14,ESCITALOPRAM,EXAPRO,C.C,337.6,2008-12-01,2022-12-01,2025-11-01,692320,36
PEXNEW TABS F.C. 5MG 14,ESCITALOPRAM,PEXNEW,MDM,192.1,2019-06-01,2022-12-01,2025-11-01,618430,36
DEPSIT TABS 10MG 14,ESCITALOPRAM,DEPSIT,GX4,368.9,2009-10-01,2022-12-01,2025-11-01,581326,36
SERADEP TABS 5MG 14,ESCITALOPRAM,SERADEP,BGO,272.0,2006-03-01,2022-12-01,2025-11-01,575665,36
CIRONEX TABS 10MG 14,ESCITALOPRAM,CIRONEX,.A2,246.5,2008-10-01,2022-12-01,2025-11-01,557462,36
SAFEPRAM TABS 5MG 14,ESCITALOPRAM,SAFEPRAM,MD.,297.5,2008-10-01,2022-12-01,2025-11-01,546235,36
ES-PRAMCIT TABS F.C. 10MG 20,ESCITALOPRAM,ES-PRAMCIT,NQM,531.25,2009-06-01,2022-12-01,2025-11-01,527167,36
PROLEXA TABS 10MG 30,ESCITALOPRAM,PROLEXA,G9P,867.0,2007-09-01,2022-12-01,2025-11-01,494663,36
DEPSIT TABS 5MG 14,ESCITALOPRAM,DEPSIT,GX4,285.6,2009-06-01,2022-12-01,2025-11-01,433059,36
PROLEXA TABS F.C. 10MG 14,ESCITALOPRAM,PROLEXA,G9P,357.0,2022-03-01,2022-12-01,2025-11-01,423627,36
TALOPEX TABS F.C. 10MG 14,ESCITALOPRAM,TALOPEX,AB&,265.2,2023-01-01,2022-12-01,2025-11-01,395383,36
UFRIM TABS F.C. 20MG 14,ESCITALOPRAM,UFRIM,HQI,459.0,2014-09-01,2022-12-01,2025-11-01,390491,36
ESI-DEP TABS 10MG 14,ESCITALOPRAM,ESI-DEP,A.G,314.5,2009-06-01,2022-12-01,2025-11-01,363401,36
ABLIXA TABS 10MG 30,ESCITALOPRAM,ABLIXA,HHC,841.5,2020-04-01,2022-12-01,2025-11-01,335315,36
TRAMALEX TABS F.C. 10MG 14,ESCITALOPRAM,TRAMALEX,AX-,297.5,2015-04-01,2022-12-01,2025-11-01,330925,36
RIZE PLUS TABS F.C. 10MG 14,ESCITALOPRAM,RIZE PLUS,WRP,178.5,2012-12-01,2022-12-01,2025-11-01,330705,36
HELIXA TABS 10MG 10,ESCITALOPRAM,HELIXA,HX4,297.5,2011-05-01,2022-12-01,2025-11-01,326935,36
ZAVGET TABS F.C. 5MG 14,ESCITALOPRAM,ZAVGET,GTZ,354.22,2019-06-01,2022-12-01,2025-11-01,313662,36
EXTO TABS F.C. 10MG 14,ESCITALOPRAM,EXTO,PN1,297.0,2008-10-01,2022-12-01,2025-11-01,277328,36
CIPRALEX TABS F.C. 20MG 14,ESCITALOPRAM,CIPRALEX,LUN,1727.92,2010-03-01,2022-12-01,2025-11-01,265718,36
ESGLIT TABS F.C. 10MG 14,ESCITALOPRAM,ESGLIT,G6Z,398.65,2009-01-01,2022-12-01,2025-11-01,262934,36
CIRONEX TABS 5MG 14,ESCITALOPRAM,CIRONEX,.A2,155.55,2019-03-01,2022-12-01,2025-11-01,230185,36
MACPRAM TABS F.C. 10MG 14,ESCITALOPRAM,MACPRAM,M-R,321.3,2015-03-01,2022-12-01,2025-11-01,227488,36
ESTAR TABS 20MG 14,ESCITALOPRAM,ESTAR,PV-,552.5,2007-03-01,2022-12-01,2025-11-01,224769,36
CITANEW DROPS 10MG 15ML,ESCITALOPRAM,CITANEW,HL.,443.19,2014-12-01,2022-12-01,2025-11-01,214788,36
PROLEXA TABS F.C. 5MG 14,ESCITALOPRAM,PROLEXA,G9P,306.0,2022-03-01,2022-12-01,2025-11-01,210500,36
CHEER UP TABS F.C. 10MG 14,ESCITALOPRAM,CHEER UP,WSH,303.45,2021-01-01,2022-12-01,2025-11-01,207825,36
ES-PRAMCIT TABS F.C. 5MG 14,ESCITALOPRAM,ES-PRAMCIT,NQM,305.49,2011-01-01,2022-12-01,2025-11-01,205067,36
PROLEXA TABS 20MG 14,ESCITALOPRAM,PROLEXA,G9P,654.5,2014-11-01,2022-12-01,2025-11-01,203366,36
NEOPRAM TABS F.C. 10MG 20,ESCITALOPRAM,NEOPRAM,DY6,425.0,2020-08-01,2022-12-01,2025-11-01,191422,36
UFRIM TABS F.C. 5MG 14,ESCITALOPRAM,UFRIM,HQI,272.0,2025-03-01,2022-12-01,2025-11-01,190276,36
MORCET TABS F.C. 20MG 14,ESCITALOPRAM,MORCET,SEA,588.2,2008-08-01,2022-12-01,2025-11-01,179154,36
HAPICIT-E TABS F.C. 10MG 10,ESCITALOPRAM,HAPICIT-E,AJE,195.5,2007-01-01,2022-12-01,2025-11-01,168015,36
TALOPEX TABS F.C. 5MG 14,ESCITALOPRAM,TALOPEX,AB&,200.26,2023-01-01,2022-12-01,2025-11-01,154671,36
ATCOPRAM TABS 10MG 14,ESCITALOPRAM,ATCOPRAM,AT3,384.67,2009-03-01,2022-12-01,2025-11-01,147521,36
RIZE PLUS TABS F.C. 5MG 14,ESCITALOPRAM,RIZE PLUS,WRP,114.75,2012-12-01,2022-12-01,2025-11-01,146455,36
PREXA TABS 10MG 10,ESCITALOPRAM,PREXA,NQM,289.0,2007-02-01,2022-12-01,2025-11-01,132187,36
EXAPRO TABS F.C. 20MG 14,ESCITALOPRAM,EXAPRO,C.C,614.92,2008-12-01,2022-12-01,2025-11-01,131753,36
ANSIDAP TABS F.C. 10MG 14,ESCITALOPRAM,ANSIDAP,DNN,340.0,2022-01-01,2022-12-01,2025-11-01,126337,36
SCIPRAM TABS F.C. 10MG 14,ESCITALOPRAM,SCIPRAM,SC1,382.5,2021-08-01,2022-12-01,2025-11-01,118202,36
QUESTA TABS F.C. 10MG 14,ESCITALOPRAM,QUESTA,B6H,306.0,2010-07-01,2022-12-01,2025-11-01,113316,36
ESTRAM TABS F.C. 10MG 10,ESCITALOPRAM,ESTRAM,S5Z,212.5,2013-12-01,2022-12-01,2025-11-01,108576,36
NEOLEXA TABS 10MG 10,ESCITALOPRAM,NEOLEXA,AM8,323.0,2009-01-01,2022-12-01,2025-11-01,106958,36
ZAVGET TABS F.C. 20MG 14,ESCITALOPRAM,ZAVGET,GTZ,684.25,2019-06-01,2022-12-01,2025-11-01,106146,36
ES-PRAMCIT TABS F.C. 20MG 14,ESCITALOPRAM,ES-PRAMCIT,NQM,539.75,2011-01-01,2022-12-01,2025-11-01,104177,36
MACPRAM TABS F.C. 5MG 14,ESCITALOPRAM,MACPRAM,M-R,238.0,2018-12-01,2022-12-01,2025-11-01,97149,36
ESGLIT TABS F.C. 20MG 14,ESCITALOPRAM,ESGLIT,G6Z,565.25,2018-08-01,2022-12-01,2025-11-01,92081,36
ECTIREX TABS F.C. 10MG 14,ESCITALOPRAM,ECTIREX,ICI,441.83,2020-10-01,2022-12-01,2025-11-01,84795,36
BELEXA TABS F.C. 10MG 20,ESCITALOPRAM,BELEXA,OGC,340.0,2018-05-01,2022-12-01,2025-11-01,84601,36
SAFEPRAM TABS 20MG 14,ESCITALOPRAM,SAFEPRAM,MD.,571.2,2006-10-01,2022-12-01,2025-11-01,82479,36
ESCILAM TABS F.C. 10MG 10,ESCITALOPRAM,ESCILAM,STH,246.5,2007-07-01,2022-12-01,2025-11-01,81179,36
SETAK TABS 10MG 14,ESCITALOPRAM,SETAK,KPA,323.0,2007-06-01,2022-12-01,2025-11-01,79435,36
E-DYNAPRAM TABS 10MG 10,ESCITALOPRAM,E-DYNAPRAM,DY9,263.5,2010-01-01,2022-12-01,2025-11-01,78931,36
ESOLEX TABS F.C. 10MG 28,ESCITALOPRAM,ESOLEX,GLB,237.76,2024-05-01,2022-12-01,2025-11-01,76631,36
PEXNEW TABS F.C. 20MG 14,ESCITALOPRAM,PEXNEW,MDM,497.25,2019-06-01,2022-12-01,2025-11-01,69470,36
SCIPRAM TABS F.C. 5MG 14,ESCITALOPRAM,SCIPRAM,SC1,228.58,2021-08-01,2022-12-01,2025-11-01,68392,36
CIRONEX TABS 20MG 14,ESCITALOPRAM,CIRONEX,.A2,331.5,2008-10-01,2022-12-01,2025-11-01,68040,36
CHEER UP TABS F.C. 10MG 30,ESCITALOPRAM,CHEER UP,WSH,527.0,2010-09-01,2022-12-01,2025-11-01,66339,36
ANZMET TABS F.C. 10MG 14,ESCITALOPRAM,ANZMET,RYN,153.0,2020-04-01,2022-12-01,2025-11-01,63210,36
HAPICIT-E TABS F.C. 20MG 10,ESCITALOPRAM,HAPICIT-E,AJE,238.0,2019-03-01,2022-12-01,2025-11-01,61136,36
JOYEL TABS F.C. 10MG 10,ESCITALOPRAM,JOYEL,SAF,255.0,2020-08-01,2022-12-01,2025-11-01,59318,36
HELIXA TABS 20MG 14,ESCITALOPRAM,HELIXA,HX4,476.85,2011-05-01,2022-12-01,2025-11-01,57975,36
ESLOPRAM TABS F.C. 10MG 10,ESCITALOPRAM,ESLOPRAM,TSM,127.5,2005-09-01,2022-12-01,2025-11-01,57820,36
ESOLEX TABS F.C. 10MG 14,ESCITALOPRAM,ESOLEX,GLB,327.25,2005-09-01,2022-12-01,2025-11-01,56501,36
RIZE PLUS TABS F.C. 20MG 14,ESCITALOPRAM,RIZE PLUS,WRP,276.25,2012-12-01,2022-12-01,2025-11-01,56398,36
SAFEPRAM TABS 10MG 10,ESCITALOPRAM,SAFEPRAM,MD.,264.61,2006-10-01,2022-12-01,2025-11-01,54714,36
DANOPRAM TABS F.C. 10MG 10,ESCITALOPRAM,DANOPRAM,DSP,136.0,2007-05-01,2022-12-01,2025-11-01,53669,36
AVEPRAM TABS F.C. 10MG 14,ESCITALOPRAM,AVEPRAM,AVT,255.0,2018-04-01,2022-12-01,2025-11-01,53101,36
HAPICIT-E TABS F.C. 5MG 10,ESCITALOPRAM,HAPICIT-E,AJE,127.5,2019-03-01,2022-12-01,2025-11-01,49977,36
NEOLEXA TABS F.C. 15MG 14,ESCITALOPRAM,NEOLEXA,AM8,723.35,2011-04-01,2022-12-01,2025-11-01,49220,36
PARAM TABS 10MG 14,ESCITALOPRAM,PARAM,SY3,208.25,2013-06-01,2022-12-01,2025-11-01,48758,36
SERADEP TABS 20MG 14,ESCITALOPRAM,SERADEP,BGO,578.0,2018-10-01,2022-12-01,2025-11-01,47685,36
ESITOR TABS F.C. 5MG 14,ESCITALOPRAM,ESITOR,WMT,250.75,2018-07-01,2022-12-01,2025-11-01,47452,36
EXCITA TABS F.C. 10MG 14,ESCITALOPRAM,EXCITA,CLP,342.13,2025-09-01,2022-12-01,2025-11-01,46457,36
PRODEP TABS F.C. 10MG 14,ESCITALOPRAM,PRODEP,.SP,331.5,2020-03-01,2022-12-01,2025-11-01,44076,36
